name,group,status,current_url
Afrique Media (720p),25 - AFRIQUE FRANCOPHONE,403,https://cloud.odysee.live/content/fe06b3cdc9412e359368b2455b6ea5e93856e382/master.m3u8
Afrique54 TV (720p),25 - AFRIQUE FRANCOPHONE,403,https://video1.getstreamhosting.com:1936/8318/8318/playlist.m3u8
Amani TV (1080p) [Not 24/7],25 - AFRIQUE FRANCOPHONE,FAIL,https://goccn.cloud/hls/amanitv/index.m3u8
Bénin Web TV (720p),25 - AFRIQUE FRANCOPHONE,FAIL,https://stream.beninwebtv.bj/2/live/stream.m3u8
Canaf54 TV,25 - AFRIQUE FRANCOPHONE,404,https://5caf24a595d94.streamlock.net:1937/pvyugfkzkc/pvyugfkzkc/playlist.m3u8
CRTV (576p),25 - AFRIQUE FRANCOPHONE,403,http://145.239.5.177/147/index.m3u8
Digital Congo TV,25 - AFRIQUE FRANCOPHONE,TIMEOUT,http://51.254.199.122:8080/DigitalCongoTV/index.m3u8
Exploits TV,25 - AFRIQUE FRANCOPHONE,404,https://stream.berosat.live/hls/exploits-tv/exploits-tv.m3u8
Impact TV,25 - AFRIQUE FRANCOPHONE,TIMEOUT,https://edge11.vedge.infomaniak.com/livecast/ik:impacttv-2/manifest.m3u8
KassouaTV (720p),25 - AFRIQUE FRANCOPHONE,404,https://playtv4k.live/live/kassouatv/index.m3u8
Kemet TV,25 - AFRIQUE FRANCOPHONE,404,https://kemettv.cm/memfs/4e7fb105-9f92-4e8d-a7cd-09923f17a577.m3u8
Kin24,25 - AFRIQUE FRANCOPHONE,TIMEOUT,http://51.254.199.122:8080/kin24/index.m3u8
NTV Afrique (1080p) [Not 24/7],25 - AFRIQUE FRANCOPHONE,403,https://strhlslb01.streamakaci.tv/str_ntv_ntv/str_ntv_ntv_multi/playlist.m3u8
ORTM 1 (540p) [Not 24/7],25 - AFRIQUE FRANCOPHONE,404,http://69.64.57.208/ortm/playlist.m3u8
RTNC 3,25 - AFRIQUE FRANCOPHONE,TIMEOUT,http://51.254.199.122:8080/e-cableRTNC3/index.m3u8
Saraounia TV,25 - AFRIQUE FRANCOPHONE,403,https://live20.bozztv.com/dvrfl06/astv/astv-saraouna/index.m3u8
Télé Congo (720p),25 - AFRIQUE FRANCOPHONE,TIMEOUT,http://51.254.199.122:8080/telecongo/index.m3u8
Tele Sahel (1080p),25 - AFRIQUE FRANCOPHONE,TIMEOUT,https://mediaserver1.castpin.com/hls/telesahel/index.m3u8
Tele Tchad (1080p),25 - AFRIQUE FRANCOPHONE,403,https://strhlslb01.streamakaci.tv/str_tchad_tchad/str_tchad_multi/playlist.m3u8
Avatar,31 - PLUTO TV FR,404,https://jmp2.uk/plu-60b4c17a81e29300071d3a39.m3u8
100% Kidz,32 - SAMSUNG TV PLUS FR,403,https://jmp2.uk/stvp-FR3400004L5
Dhar Mann TV,32 - SAMSUNG TV PLUS FR,TIMEOUT,https://jmp2.uk/stvp-FR3800005NP
Metal.Rocks,32 - SAMSUNG TV PLUS FR,403,https://jmp2.uk/stvp-FR44000015M
Red Bull TV,32 - SAMSUNG TV PLUS FR,403,https://jmp2.uk/stvp-FR1700004PK
Rookie Blue,32 - SAMSUNG TV PLUS FR,403,https://jmp2.uk/stvp-FR2100001VM
Sony One Blacklist,32 - SAMSUNG TV PLUS FR,FAIL,https://jmp2.uk/stvp-FR300010HD
Sony One Favoris,32 - SAMSUNG TV PLUS FR,FAIL,https://jmp2.uk/stvp-FR300011G9
Tennis Channel,32 - SAMSUNG TV PLUS FR,403,https://jmp2.uk/stvp-FR5000002SW
Top Barça,32 - SAMSUNG TV PLUS FR,403,https://jmp2.uk/stvp-FR110000354
Vevo Pop,32 - SAMSUNG TV PLUS FR,TIMEOUT,https://jmp2.uk/stvp-FRBC2100001YY
Vevo Rétro,32 - SAMSUNG TV PLUS FR,TIMEOUT,https://jmp2.uk/stvp-FRBD1900013CB
Antenne A,40 - AUTRES FRANCOPHONES,TIMEOUT,http://51.254.199.122:8080/antenne_a-plus/index.m3u8
Canal 3,40 - AUTRES FRANCOPHONES,403,https://cs2.push2stream.com/CANAL3BENIN/playlist.m3u8
Ev-tele (720p),40 - AUTRES FRANCOPHONES,404,https://playtv4k.live/live/EVTELE/index.m3u8
Natural TV (720p) [Not 24/7],40 - AUTRES FRANCOPHONES,TIMEOUT,http://broadcasttr.com:1935/naturaltv/bant1/playlist.m3u8
NW Economie (576p),40 - AUTRES FRANCOPHONES,403,https://hls.newworldtv.com/nw-economie/video/live.m3u8
NW Magazine (576p),40 - AUTRES FRANCOPHONES,403,https://hls.newworldtv.com/nw-magazine/video/live.m3u8
One Nation TV (720p) [Not 24/7],40 - AUTRES FRANCOPHONES,404,https://endour.net/hls/One_nationtv/index.m3u8
Play TV (720p) [Not 24/7],40 - AUTRES FRANCOPHONES,404,http://connectiktv.ddns.net:5000/playtv/@playtv/playlist.m3u8
PLEX TV,40 - AUTRES FRANCOPHONES,404,http://connectiktv.ddns.net:5000/plextv/@plextv/playlist.m3u8
PSTV HD (480p) [Not 24/7],40 - AUTRES FRANCOPHONES,TIMEOUT,http://51.254.199.122:8080/PSTV/index.m3u8
RT France (1080p) [Geo-blocked],40 - AUTRES FRANCOPHONES,TIMEOUT,https://rt-fra.rttv.com/dvr/rtfrance/playlist.m3u8
RTVS1,40 - AUTRES FRANCOPHONES,TIMEOUT,http://51.254.199.122:8080/RTVS1/index.m3u8
SOS Docteur TV (480p) [Not 24/7],40 - AUTRES FRANCOPHONES,404,https://wmoy82n4y2a7-hls-live.5centscdn.com/sostv/live.stream/playlist.m3u8
Sunu Label TV (480p) [Not 24/7],40 - AUTRES FRANCOPHONES,TIMEOUT,https://live3.acangroup.org:1929/publiclive/sunulabel/playlist.m3u8
Tal TV (1080p),40 - AUTRES FRANCOPHONES,TIMEOUT,https://mediaserver1.castpin.com/hls/taltv/index.m3u8
Tele Haiti (1088p) [Not 24/7],40 - AUTRES FRANCOPHONES,TIMEOUT,http://66.175.238.147:1935/live/myStream/playlist.m3u8
Teva (1080p),40 - AUTRES FRANCOPHONES,403,http://145.239.5.177/356/index.m3u8
TM1 (360p) [Not 24/7],40 - AUTRES FRANCOPHONES,404,http://69.64.57.208/tm1/playlist.m3u8
TNH (720p),40 - AUTRES FRANCOPHONES,403,https://bozztv.com/dvrfl03/hdirect/hdirect-telecaraibes/index.m3u8
Trends Z (1080p),40 - AUTRES FRANCOPHONES,403,https://d1hz1p2gea2zy4.cloudfront.net/live/rmgtv/RMG-TRENDSZFR-LIVE/index.m3u8
Türkmenistan (406p) [Not 24/7],40 - AUTRES FRANCOPHONES,TIMEOUT,https://alpha.tv.online.tm/hls/ch007.m3u8
TV Lux (1080p),40 - AUTRES FRANCOPHONES,403,https://tvlocales-live.freecaster.com/tvlux/95d2f632-0780-4ac1-9895-9e50212dd3b6/95d2f632-0780-4ac1-9895-9e50212dd3b6.isml/master.m3u8
TVT (720p) [Not 24/7],40 - AUTRES FRANCOPHONES,404,http://69.64.57.208/tvt/playlist.m3u8
AC TV (480p) [Not 24/7],99 - A VERIFIER LANGUE,FAIL,https://ssh101stream.ssh101.com/akamaissh101/ssh101/actvstream/playlist.m3u8
ATV (400p) [Not 24/7],99 - A VERIFIER LANGUE,404,https://guineetvdirect.online:3320/live/atvguineelive.m3u8
Beb TV (720p),99 - A VERIFIER LANGUE,403,https://live-hls-qunv.livepush.io/live_cdn/em8A-kbzIfHqu73/index.m3u8
Chabiba TV (360p) [Not 24/7],99 - A VERIFIER LANGUE,404,https://endour.net/hls/RUgLAPCbPdF5oPSTX2Hvl/index.m3u8
Dega TV (720p) [Not 24/7],99 - A VERIFIER LANGUE,404,https://59d39900ebfb8.streamlock.net/saintlouisltv/saintlouisltv/playlist.m3u8
GTV (540p),99 - A VERIFIER LANGUE,403,https://g2qd3exjy7an-hls-live.5centscdn.com/gtvghana/ghanaweb.stream/playlist.m3u8
HC2 TV,99 - A VERIFIER LANGUE,TIMEOUT,https://stream.hc2tv.bj/2/live/stream.m3u8
LBFD RTV (1080p),99 - A VERIFIER LANGUE,404,https://tnt-television.com/LBFD_RTV/index.m3u8
Mikuba TV (480p) [Not 24/7],99 - A VERIFIER LANGUE,TIMEOUT,http://51.254.199.122:8080/MIKUBATV/index.m3u8
NETALKOLE TV (720p) [Not 24/7],99 - A VERIFIER LANGUE,TIMEOUT,https://watch.haitilive.net/naktvhd/index.m3u8
ONE-TV (720p) [Not 24/7],99 - A VERIFIER LANGUE,TIMEOUT,https://core.live-apc.eu:5443/LiveApp/streams/backup.m3u8
