name,group,status,url,error
Ici Radio-Canada Télé (1080p) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive-dai.akamaized.net/hls/live/696614/cancbftprem/master.m3u8,https://rcavlive-dai.akamaized.net/hls/live/696614/cancbftprem/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Colombie-Britannique/Yukon (CBUFT-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704017/cancbuft/master.m3u8,https://rcavlive.akamaized.net/hls/live/704017/cancbuft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Est du Québec (CJBR-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704024/cancjbr/master.m3u8,https://rcavlive.akamaized.net/hls/live/704024/cancjbr/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Estrie (CKSH-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704016/cancksh/master.m3u8,https://rcavlive.akamaized.net/hls/live/704016/cancksh/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Manitoba (CBWFT-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704018/cancbwft/master.m3u8,https://rcavlive.akamaized.net/hls/live/704018/cancbwft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Mauricie/Centre-du-Québec (CKTM-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704021/cancktm/master.m3u8,https://rcavlive.akamaized.net/hls/live/704021/cancktm/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Ontario (CBLFT-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704022/cancblft/master.m3u8,https://rcavlive.akamaized.net/hls/live/704022/cancblft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Ottawa/Gatineau (CBOFT-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/664046/cancboft/master.m3u8,https://rcavlive.akamaized.net/hls/live/664046/cancboft/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Québec (CBVT-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/664045/cancbvt/master.m3u8,https://rcavlive.akamaized.net/hls/live/664045/cancbvt/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Saguenay/Lac-St-Jean (CKTV-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704023/cancktv/master.m3u8,https://rcavlive.akamaized.net/hls/live/704023/cancktv/master.m3u8: Server returned 403 Forbidden (access denied)
Ici Radio-Canada Télé Saskatchewan (CBKFT-DT) [Geo-blocked],14 - MUSIQUE,403,https://rcavlive.akamaized.net/hls/live/704019/cancbkft/master.m3u8,https://rcavlive.akamaized.net/hls/live/704019/cancbkft/master.m3u8: Server returned 403 Forbidden (access denied)
Kozoom TV (1080p),14 - MUSIQUE,TIMEOUT,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/fdd6f243-f971-4a1a-9510-97ac01d6b37f/manifest.m3u8,ffprobe timeout 10s
"like Gecko) Chrome/149.0.0.0 Safari/537.3"" group-title=""14 - MUSIQUE"",MTV",14 - MUSIQUE,OK,http://99.27.51.147:8080/MTV/index.m3u8,
Littoral FM (720p),14 - MUSIQUE,OK,https://live.creacast.com/littoralfm-ch1/stream/playlist.m3u8,
LMTV French (720p) [Not 24/7],14 - MUSIQUE,OK,https://video1.getstreamhosting.com:1936/8282/8282/playlist.m3u8,
MCM Top (1080p),14 - MUSIQUE,403,http://89.33.29.118/MCM/index.m3u8,http://89.33.29.118/MCM/index.m3u8: Server returned 403 Forbidden (access denied)
Museum TV [Geo-blocked],14 - MUSIQUE,FAIL,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01492-secomsasmediart-museumtv-eng-samsungit/playlist.m3u8,[tcp @ 0x564977844a00] Failed to resolve hostname amg01492-secomsasmediart-museumtv-eng-samsungit-vmzbd.amagi.tv: Name or service not known https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01492-secomsasmediart-museumtv-eng-samsungit/playlist.m3u8: Input/output error
NRJ Hits,14 - MUSIQUE,FAIL,https://test.946985.filegear-sg.me/proxy/a23981548880f405,[tls @ 0x56233f80a540] A TLS fatal alert has been received. https://test.946985.filegear-sg.me/proxy/a23981548880f405: Input/output error
P2M TV (720p),14 - MUSIQUE,OK,https://vdo2.pro-fhi.net:3207/stream/play.m3u8,
Qello Concerts,14 - MUSIQUE,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d7f68fb19cbf65dc7bef7c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62d7f68fb19cbf65dc7bef7c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Radio Contact (1080p),14 - MUSIQUE,FAIL,https://contact-live-hls.akamaized.net/hls/live/2038650/CONTACT-Live-HLS/master.m3u8,https://contact-live-hls.akamaized.net/hls/live/2038650/CONTACT-Live-HLS/master.m3u8: Server returned 400 Bad Request
Radio Télé 4VEH (720p),14 - MUSIQUE,404,https://uni01rtmp.tulix.tv/4vehtv/4vehtv-firetv/playlist.m3u8,https://uni01rtmp.tulix.tv/4vehtv/4vehtv-firetv/playlist.m3u8: Server returned 404 Not Found
Radio Télé Amen FM (360p) [Not 24/7],14 - MUSIQUE,TIMEOUT,http://184.173.179.163:1935/daniel/daniel/playlist.m3u8,[tcp @ 0x5612715bb540] Connection to tcp://184.173.179.163:1935 failed: Connection timed out http://184.173.179.163:1935/daniel/daniel/playlist.m3u8: Connection timed out
Radio Tele Evangile Sans Limite,14 - MUSIQUE,OK,https://5790d294af2dc.streamlock.net/8124/8124/chunklist.m3u8,
Radio Tele Full Gospel,14 - MUSIQUE,TIMEOUT,https://f-tx-edge-87.christianworldmedia.com/EJCFG/mp4:EJCFG/playlist.m3u8,[tls @ 0x5640a11c6940] Error in the pull function. [tls @ 0x5640a11c6940] IO error: Connection timed out https://f-tx-edge-87.christianworldmedia.com/EJCFG/mp4:EJCFG/playlist.m3u8: Connection timed out
Radio Tele Ginen,14 - MUSIQUE,OK,http://teleginen.srfms.com:1935/teleginen/livestream/playlist.m3u8,
Radio Télé Hit (480p),14 - MUSIQUE,OK,https://59d39900ebfb8.streamlock.net/RadioTelehit/RadioTelehit/playlist.m3u8,[tcp @ 0x55db961e9380] Connection to tcp://59d39900ebfb8.streamlock.net:443 failed: Connection refused [tcp @ 0x55db96b45000] Connection to tcp://59d39900ebfb8.streamlock.net:443 failed: Connection refused [tcp @ 0x55db96b7eec0] Connection to tcp://59d39900ebfb8.streamlock.net:443 failed: Connection
Radio Télé Kajou (480p) [Not 24/7],14 - MUSIQUE,404,https://59d39900ebfb8.streamlock.net/RadioTelekAJOU/RadioTelekAJOU/playlist.m3u8,https://59d39900ebfb8.streamlock.net/RadioTelekAJOU/RadioTelekAJOU/playlist.m3u8: Server returned 404 Not Found
Radio Tele Planet Compas (720p) [Not 24/7],14 - MUSIQUE,OK,https://5dcab9aed5331.streamlock.net/mrcompas1/livestream/playlist.m3u8,
Radio Tele Puissance,14 - MUSIQUE,OK,https://video1.getstreamhosting.com:1936/8560/8560/playlist.m3u8,
Radio Tele Sentinel,14 - MUSIQUE,OK,https://59d39900ebfb8.streamlock.net/radiotelesentinel/radiotelesentinel/playlist.m3u8,[tcp @ 0x55e3c7515380] Connection to tcp://59d39900ebfb8.streamlock.net:443 failed: Connection refused
Radio Télé Wisdom (360p) [Not 24/7],14 - MUSIQUE,404,https://59d39900ebfb8.streamlock.net/daniel/daniel/playlist.m3u8,https://59d39900ebfb8.streamlock.net/daniel/daniel/playlist.m3u8: Server returned 404 Not Found
Radio Télévision Shilo (720p) [Not 24/7],14 - MUSIQUE,404,https://watch.haitilive.net/freehb/rtvs/index.m3u8,https://watch.haitilive.net/freehb/rtvs/index.m3u8: Server returned 404 Not Found
RFM TV [Not 24/7],14 - MUSIQUE,FAIL,http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/1038/index.m3u8,
Stingray Classica (1080p),14 - MUSIQUE,OK,https://lotus.stingray.com/manifest/classica-cla008-montreal/samsungtvplus/master.m3u8,
Tele Boston (480p),14 - MUSIQUE,OK,https://tv2.fastcast4u.com:3238/live/radiotelebostonlive.m3u8,[NULL @ 0x55d8a682fc80] non-existing SPS 0 referenced in buffering period [h264 @ 0x55d8a5ecd540] non-existing SPS 0 referenced in buffering period
Telepace 2 (1080p),14 - MUSIQUE,OK,https://zkpywrbgdbeg-hls-live.mariatvcdn.it/teleradiopace2/254c9b5c52a73a94ef0f6169cbd05dc2.sdp/playlist.m3u8,
Telepace 4 (1080p),14 - MUSIQUE,OK,https://j78dpr7nyq5r-hls-live.mariatvcdn.it/teleradiopace4/13d74f2cfe921bfbc262697203d47d8f.sdp/playlist.m3u8,
Trace Latina (1080p),14 - MUSIQUE,OK,https://channels.trace.plus/Traceprod/LATINA_hd/index.m3u8,
Trace Urban (Australia) (1080p),14 - MUSIQUE,OK,https://lightning-traceurban-samsungau.amagi.tv/playlist.m3u8,
Trace Urban France (1080p),14 - MUSIQUE,OK,https://channels.trace.plus/Traceprod/URBAN_FR_hd/index.m3u8,
Trace Urban Southern Africa (1080p),14 - MUSIQUE,OK,https://channels.trace.plus/Traceprod/URBAN_SA_hd/index.m3u8,
TV Alsace (1080p),14 - MUSIQUE,OK,http://194.163.157.137:8080/hls/radioalsace.m3u8,
TV Mulhouse (1080p),14 - MUSIQUE,OK,http://194.163.157.137:8080/hls/radiomulhouse.m3u8,
Afroturk TV (1080p),15 - CULTURE,OK,https://edge.socialsmart.tv/naturaltv/bant1/playlist.m3u8,
TeleMusik Senegal (720p),15 - CULTURE,404,https://58c04fb1d143f.streamlock.net/rezopropartner_1_live/rezopropartner_1_live/playlist.m3u8,https://58c04fb1d143f.streamlock.net/rezopropartner_1_live/rezopropartner_1_live/playlist.m3u8: Server returned 404 Not Found
FashionTV (720p),16 - LIFESTYLE & BIEN-ETRE,OK,http://45.190.28.50/FASHION_TV_HD/index.m3u8,
FashionTV Paris L'Original (1080p),16 - LIFESTYLE & BIEN-ETRE,OK,https://edge-fast3.evrideo.tv/bfdbb576-83f7-11f0-9f89-0200170e3e04_1000028043_HLS/manifest.m3u8,
Guide Love TV (720p),16 - LIFESTYLE & BIEN-ETRE,OK,https://video1.getstreamhosting.com:1936/8056/8056/playlist.m3u8,
Le Nouveau Manager TV,16 - LIFESTYLE & BIEN-ETRE,OK,https://lnmlive.com/live/lnmtv.m3u8,
Luxe TV (1080p),16 - LIFESTYLE & BIEN-ETRE,TIMEOUT,http://103.154.3.101:5001/live/1736.m3u8,[tcp @ 0x55c1bf27f540] Connection to tcp://103.154.3.101:5001 failed: Connection timed out http://103.154.3.101:5001/live/1736.m3u8: Connection timed out
MyZen TV (1080p),16 - LIFESTYLE & BIEN-ETRE,OK,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01255-secomcofites-my-myzen-en-plex/playlist.m3u8,
3ABN French,17 - SPIRITUALITE,OK,https://3abn.bozztv.com/3abn2/Fre_live/smil:Fre_live.smil/playlist.m3u8,
A2i Religion (720p) [Not 24/7],17 - SPIRITUALITE,OK,https://stream.sen-gt.com/A2iReligion/myStream/playlist.m3u8,
Benie TV (720p),17 - SPIRITUALITE,OK,https://tv.voozmedia.fun/benietv/index.m3u8,
Dynamic Gospel TV (480p) [Not 24/7],17 - SPIRITUALITE,FAIL,https://ssh101stream.ssh101.com/akamaissh101/ssh101/tvdynamicstream/playlist.m3u8,[tcp @ 0x557ebf2e4f40] Failed to resolve hostname ssh101stream.ssh101.com: Name or service not known https://ssh101stream.ssh101.com/akamaissh101/ssh101/tvdynamicstream/playlist.m3u8: Input/output error
Ecclesia TV,17 - SPIRITUALITE,403,https://video1.getstreamhosting.com:1936/8294/8294/playlist.m3u8,https://video1.getstreamhosting.com:1936/8294/8294/playlist.m3u8: Server returned 403 Forbidden (access denied)
Evandis Gospel TV (1080p),17 - SPIRITUALITE,OK,https://evandis.streamakaci.tv/str_evandis_evandis/str_evandis_multi/playlist.m3u8,
EWTN Canada (720p),17 - SPIRITUALITE,OK,https://cdn3.wowza.com/1/YW5wSWZiRGd2eFlU/bGV0aVBq/hls/live/playlist.m3u8,
Iqraa Africa & Europe (1080p),17 - SPIRITUALITE,OK,https://playlist.fasttvcdn.com/pl/dlkqw1ftuvuuzkcb4pxdcg/Iqraafasttv1/playlist.m3u8,
Iqraa Quran (1080p),17 - SPIRITUALITE,TIMEOUT,https://playlist.fasttvcdn.com/pl/dlkqw1ftuvuuzkcb4pxdcg/Iqraafasttv2/playlist.m3u8,ffprobe timeout 10s
KTO (504p),17 - SPIRITUALITE,403,http://145.239.5.177/354/index.m3u8,http://145.239.5.177/354/index.m3u8: Server returned 403 Forbidden (access denied)
Maná Église Online (1080p) [Not 24/7],17 - SPIRITUALITE,OK,https://w2.manasat.com/eglise-online/smil:eglise-online.smil/playlist.m3u8,
MaxTV/Dieu TV (1080p),17 - SPIRITUALITE,OK,https://cdn.katapy.io/cache/stream/katapytv/dieu/playlist.m3u8,
Miracle TV+ (720p),17 - SPIRITUALITE,403,https://strhlslb01.streamakaci.tv/str_mtv_mtv/str_mtv_multi/playlist.m3u8,https://strhlslb01.streamakaci.tv/str_mtv_mtv/str_mtv_multi/playlist.m3u8: Server returned 403 Forbidden (access denied)
MTA1 World (720p),17 - SPIRITUALITE,TIMEOUT,https://chlivemta1.akamaized.net/hls/live/2008145/mta1/playlist.m3u8,ffprobe timeout 10s
MTA2 Europe (720p),17 - SPIRITUALITE,TIMEOUT,https://chlivemta1.akamaized.net/hls/live/2008145/mta2/playlist.m3u8,ffprobe timeout 10s
MTA4 Africa (1080p),17 - SPIRITUALITE,TIMEOUT,https://chlivemta.akamaized.net/hls/live/2010555/mtaafrica1/playlist.m3u8,ffprobe timeout 10s
MTA5 Africa (1080p),17 - SPIRITUALITE,TIMEOUT,https://chlivemta.akamaized.net/hls/live/2010555/mtaafrica2/playlist.m3u8,ffprobe timeout 10s
RTH-TV2 Gospel (720p),17 - SPIRITUALITE,OK,https://2-fss-2.streamhoster.com/pl_120/amlst:206708-4202592/playlist.m3u8,
Sophia TV Français (720p),17 - SPIRITUALITE,OK,https://bild-und-ton.stream/sophiatv-fr/smil:sophia-tv-fr.smil/playlist.m3u8,
Tele Louange (1080p),17 - SPIRITUALITE,OK,https://5790d294af2dc.streamlock.net/8124/8124/playlist.m3u8,
Television Espoir 47 (720p),17 - SPIRITUALITE,OK,https://cdn140m.panaccess.com/HLS/Espoir47/index.m3u8,
Trace Gospel Africa Franco (1080p),17 - SPIRITUALITE,OK,https://channels.trace.plus/Traceprod/GOSPEL_FR_hd/index.m3u8,
Trace Gospel Southern Africa (1080p),17 - SPIRITUALITE,OK,https://channels.trace.plus/Traceprod/GOSPEL_SA_hd/index.m3u8,
TVCARiB Gospel (480p) [Not 24/7],17 - SPIRITUALITE,OK,https://cdn.mycloudstream.io/hls/live/broadcast/wokrhjkd/index.m3u8,
123GO!,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63eecb32ac23d1ee072087cb/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
21 Jump Street,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66f6b947515e742745f5ca34/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
ACL Cornhole TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63504925a97bd70eaef54f01/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
AddictaTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69d6d88b1790acff6189dea5/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
ADRENALINE SPICA LIFE,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6a285269915c7c0d3211be8b/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6a285269915c7c0d3211be8b/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
AfroLandTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-60e737a4ebef9d002c4d0a0c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Alerte à Malibu TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03cb418c739b4d91a6a59/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68e03cb418c739b4d91a6a59/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Alternative,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62efbb8652f7d73061eec498/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Baby Einstein,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69333216ac5b3f9f53442374/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Bassmaster,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68caada21fabab6eb2e99331/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Billiard TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6334a8e48a7b2a349d903b8c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Bizaar,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-689e1f0dd84bfb3d54b6756f/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Blacklist,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69222c105cbe620c1f9b6bbf/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69222c105cbe620c1f9b6bbf/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Bondi Rescue,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69ae4f38e657bab5f7a9b7ec/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
BOOT,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5ef11487d33ab9004048a1d3/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Bowling TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6970fdabbde579fb71262401/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Brat TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63d6f6c5a9e88ee909e7ee1f/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
C4 en Alerta,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-65b1568052aa31b8f64da064/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Camp Spoopy,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6164a963766ab4f9f57e81b1/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Canal 9 en Français (1080p),20 - SUISSE FR,403,https://livehd.vedge.infomaniak.com/livecast/livehd/master.m3u8,https://livehd.vedge.infomaniak.com/livecast/livehd/master.m3u8: Server returned 403 Forbidden (access denied)
Carac 1 (1080p),20 - SUISSE FR,403,http://145.239.5.177/371/index.m3u8,http://145.239.5.177/371/index.m3u8: Server returned 403 Forbidden (access denied)
Carac 2 (1080p),20 - SUISSE FR,OK,https://onefmhd.vedge.infomaniak.com/livecast/ik:onefmhd/manifest.m3u8,
Carac 3 (1080p),20 - SUISSE FR,OK,https://lfmhd.vedge.infomaniak.com/livecast/lfmhd/playlist.m3u8,
Carac 4 (1080p),20 - SUISSE FR,TIMEOUT,https://edge17.vedge.infomaniak.com/livecast/ik:compack_media_1/playlist.m3u8,ffprobe timeout 10s
Carac 5,20 - SUISSE FR,OK,https://lfmmd.vedge.infomaniak.com/livecast/ik:carac5/manifest.m3u8,
CBC News,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-64c91830ea7db2f52688c52c/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Cesar's Pack Leader TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-693cbba358076a970420f597/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Classic Rock,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-61aaa0cc784a2161d3caf7ff/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
CombaTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-63f0ca427b78030ed9990309/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
COPS,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-626c1753ffda6789d20a452e/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-626c1753ffda6789d20a452e/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Cosmic Frontiers,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-635c61cc797a33fa4193cc93/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-635c61cc797a33fa4193cc93/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
CraftsyTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6365779dde08f8eec6c3f21f/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Creator Television,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-67884bd6d37f2fd48d6220db/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Dr. Phil,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-66e4cbef38de9754b6b13e90/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Drive TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69a1faf70f8d297b3f6ac0ec/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-69a1faf70f8d297b3f6ac0ec/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Dude Perfect,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-68d7f9b53b1f329cea126993/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Easy Listening,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ee76b5271f393d2d9f709a/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Echos du Monde,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-685f1784a7111a932d28f1aa/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-685f1784a7111a932d28f1aa/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Eddie's Wonderland,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-618ab2f275913b296fbe56dd/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-618ab2f275913b296fbe56dd/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
El Conflicto TV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621674f168c966be92737ce6/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-621674f168c966be92737ce6/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 400 Bad Request
Emotion' L,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6490e06718a55242eea9598f/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6490e06718a55242eea9598f/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Éxitos del Momento,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62efba6588a16bb7d6b6fb58/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
FailArmy,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f170d62b898490041b4936e/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-5f170d62b898490041b4936e/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Farscape,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-635195e9ccee3e1547a8831a/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
FashionTV,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-6490c01f3b3ce9e1aaad95be/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
FIFA+,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-666340ce76ca410aa18e705b/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-666340ce76ca410aa18e705b/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
Fight Network,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-606605549dbfca002d2ae877/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
Flashback 70s,20 - SUISSE FR,FAIL,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62f15810a3ffe928ef806c75/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,
FUEL TV,20 - SUISSE FR,404,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ffc5cfa6cad6f2991745c2/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP,https://epg.provider.plex.tv/library/parts/6430aa45fc3be5947780904e-62ffc5cfa6cad6f2991745c2/?X-Plex-Token=g3EZxNuuFrv_ASYC64AP: Server returned 404 Not Found
